age,gender,education_level,job_title,years_of_experience,salary,gender_encoded,education_level_encoded,job_title_encoded
35.0,Female,PhD,Research Director,11.0,160000.0,0,5,114
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,1,1,94
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,0,4,42
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,1,1,177
35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,0,4,96
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,1,1,41
28.0,Female,PhD,Data Scientist,5.0,100000.0,0,5,20
32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,1,1,110
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,0,1,46
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,1,4,169
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,0,1,25
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,1,1,97
32.0,Male,PhD,Research Scientist,10.0,150000.0,1,5,115
37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,1,1,107
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,0,4,97
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,1,1,88
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,0,1,95
29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,1,1,106
34.0,Female,PhD,Research Director,11.0,160000.0,0,5,114
31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,0,4,42
26.0,Female,Bachelor's Degree,Social Media Man,7.0,100000.0,0,1,173
31.0,Male,Bachelor's Degree,Software Engineer,7.0,120000.0,1,1,177
33.0,Male,Master's Degree,Marketing Manager,9.0,130000.0,1,4,97
29.0,Female,High School,Customer Service Representative,3.0,35000.0,0,2,15
36.0,Male,PhD,Research Scientist,13.0,160000.0,1,5,115
27.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,50000.0,0,1,95
31.0,Male,Bachelor's Degree,Project Manager,6.0,100000.0,1,1,110
28.0,Female,Master's Degree,Financial Analyst,4.0,80000.0,0,4,41
25.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,1,1,177
30.0,Female,Bachelor's Degree,Sales Manager,5.0,90000.0,0,1,119
34.0,Male,PhD,Research Director,11.0,170000.0,1,5,114
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,0,1,94
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,1,1,107
24.0,Female,High School,Receptionist,0.0,25000.0,0,2,112
37.0,Male,Master's Degree,Marketing Director,14.0,180000.0,1,4,96
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,0,1,42
26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0,1,1,106
31.0,Female,PhD,Data Scientist,8.0,140000.0,0,5,20
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,1,1,94
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,0,4,97
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,1,1,177
36.0,Female,PhD,Research Scientist,12.0,160000.0,0,5,115
25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,1,1,107
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000.0,0,1,95
28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0,0,1,95
33.0,Male,Master's Degree,Software Engineer,9.0,120000.0,1,4,177
26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0,0,1,46
29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0,1,1,107
35.0,Female,PhD,Research Scientist,11.0,150000.0,0,5,115
27.0,Male,Bachelor's Degree,Software Engineer,2.0,65000.0,1,1,177
31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0,0,1,97
28.0,Male,Master's Degree,Financial Analyst,4.0,90000.0,1,4,41
24.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0,0,1,94
30.0,Male,Bachelor's Degree,Project Manager,6.0,110000.0,1,1,110
34.0,Female,PhD,Research Director,12.0,170000.0,0,5,114
27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0,1,1,177
33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0,0,4,97
25.0,Female,High School,Customer Service Representative,1.0,30000.0,0,2,15
36.0,Male,PhD,Research Scientist,13.0,180000.0,1,5,115
39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0,0,1,42
26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0,1,1,106
28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0,1,1,94
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0,0,1,107
24.0,Male,High School,Delivery Driver,0.0,28000.0,1,2,21
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,1,4,96
39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0,0,1,42
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,1,1,106
36.0,Female,PhD,Research Scientist,12.0,170000.0,0,5,115
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,1,1,107
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,0,1,95
34.0,Male,PhD,Research Director,11.0,160000.0,1,5,114
29.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0,1,1,177
32.0,Female,Master's Degree,Marketing Manager,8.0,120000.0,0,4,97
27.0,Male,Bachelor's Degree,Product Manager,2.0,65000.0,1,1,107
30.0,Female,PhD,Data Scientist,6.0,100000.0,0,5,20
36.0,Male,Bachelor's Degree,Financial Analyst,11.0,150000.0,1,1,41
27.0,Male,phD,Marketing Coordinator,7.0,120000.0,1,6,95
33.0,Male,Master's Degree,Software Engineer,8.0,120000.0,1,4,177
27.0,Female,Bachelor's Degree,Product Manager,2.0,65000.0,0,1,107
30.0,Male,PhD,Data Scientist,6.0,100000.0,1,5,20
36.0,Female,Bachelor's Degree,Financial Analyst,11.0,150000.0,0,1,41
29.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0,1,1,94
32.0,Female,Master's Degree,Software Engineer,9.0,120000.0,0,4,177
26.0,Male,Bachelor's Degree,Graphic Designer,1.0,45000.0,1,1,46
29.0,Female,Bachelor's Degree,Product Manager,5.0,80000.0,0,1,107
35.0,Male,PhD,Research Scientist,11.0,150000.0,1,5,115
34.0,Male,Master's Degree,Software Engineer,9.0,125000.0,1,4,177
28.0,Female,Bachelor's Degree,Product Manager,3.0,70000.0,0,1,107
31.0,Male,PhD,Data Scientist,7.0,110000.0,1,5,20
37.0,Female,Bachelor's Degree,Financial Analyst,12.0,160000.0,0,1,41
30.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,1,1,94
33.0,Female,Master's Degree,Software Engineer,8.0,120000.0,0,4,177
27.0,Male,Bachelor's Degree,Graphic Designer,2.0,50000.0,1,1,46
30.0,Female,Bachelor's Degree,Product Manager,5.0,85000.0,0,1,107
36.0,Male,PhD,Research Scientist,11.0,155000.0,1,5,115
28.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0,1,1,177
32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0,0,1,97
29.0,Male,Master's Degree,Financial Analyst,5.0,95000.0,1,4,41
25.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0,0,1,94
31.0,Male,Bachelor's Degree,Project Manager,6.0,115000.0,1,1,110
35.0,Female,PhD,Research Director,12.0,175000.0,0,5,114
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0,0,4,97
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,1,1,94
36.0,Male,PhD,Research Scientist,13.0,185000.0,1,5,115
40.0,Female,Bachelor's Degree,Financial Manager,15.0,210000.0,0,1,42
27.0,Male,Bachelor's Degree,Product Designer,1.0,45000.0,1,1,106
32.0,Female,PhD,Data Scientist,9.0,145000.0,0,5,20
28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,70000.0,1,1,94
32.0,Female,Bachelor's Degree,Product Manager,7.0,120000.0,0,1,107
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,1,4,96
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,0,1,42
27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,1,1,106
36.0,Female,PhD,Research Scientist,13.0,185000.0,0,5,115
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,0,1,95
34.0,Male,PhD,Research Director,12.0,170000.0,1,5,114
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0,0,1,94
26.0,Female,Master's Degree,Software Engineer,2.0,75000.0,0,4,177
39.0,Male,PhD,Research Scientist,14.0,185000.0,1,5,115
32.0,Female,Bachelor's Degree,Marketing Manager,7.0,120000.0,0,1,97
28.0,Male,Bachelor's Degree,Graphic Designer,3.0,60000.0,1,1,46
35.0,Female,Master's Degree,Data Scientist,10.0,145000.0,0,4,20
33.0,Female,Master's Degree,Product Manager,8.0,135000.0,0,4,107
27.0,Male,Bachelor's Degree,Software Engineer,2.0,70000.0,1,1,177
36.0,Female,PhD,Research Director,12.0,175000.0,0,5,114
29.0,Male,Bachelor's Degree,Sales Associate,2.0,45000.0,1,1,116
45.0,Female,Master's Degree,Sales Manager,8.0,80000.0,0,4,119
37.0,Male,PhD,Marketing Manager,7.0,90000.0,1,5,97
23.0,Female,High School,Sales Executive,1.0,35000.0,0,2,118
41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0,1,1,42
26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0,0,1,24
33.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0,1,4,10
28.0,Female,High School,Sales Representative,3.0,40000.0,0,2,121
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0,1,5,157
35.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0,0,1,84
42.0,Male,Master's Degree,Director of Marketing,13.0,130000.0,1,4,34
27.0,Female,Bachelor's Degree,Sales Associate,1.0,35000.0,0,1,116
48.0,Male,PhD,Sales Director,18.0,180000.0,1,5,117
31.0,Female,High School,Financial Manager,4.0,60000.0,0,2,42
36.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0,1,1,119
25.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0,0,4,24
39.0,Male,PhD,Marketing Manager,10.0,100000.0,1,5,97
30.0,Female,High School,Sales Executive,2.0,40000.0,0,2,118
44.0,Male,Bachelor's Degree,Content Marketing Manager,11.0,110000.0,1,1,10
29.0,Female,Master's Degree,Sales Representative,4.0,55000.0,0,4,121
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0,1,5,157
32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,0,1,84
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0,1,4,34
24.0,Female,High School,Sales Associate,1.0,35000.0,0,2,116
40.0,Male,PhD,Sales Director,14.0,140000.0,1,5,117
34.0,Female,Bachelor's Degree,Financial Manager,5.0,70000.0,0,1,42
26.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,1,4,24
31.0,Female,PhD,Marketing Manager,6.0,75000.0,0,5,97
27.0,Male,High School,Sales Executive,2.0,40000.0,1,2,118
43.0,Female,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,0,1,10
28.0,Male,Master's Degree,Sales Representative,2.0,40000.0,1,4,121
46.0,Female,PhD,Senior Product Marketing Manager,16.0,160000.0,0,5,157
33.0,Male,Bachelor's Degree,Junior Sales Representative,4.0,55000.0,1,1,84
39.0,Female,Master's Degree,Director of Marketing,10.0,100000.0,0,4,34
25.0,Male,High School,Sales Associate,1.0,35000.0,1,2,116
41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0,0,1,119
35.0,Male,PhD,Marketing Manager,7.0,90000.0,1,5,97
23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0,0,1,118
42.0,Male,Master's Degree,Financial Manager,13.0,130000.0,1,4,42
32.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0,1,4,10
27.0,Female,High School,Sales Representative,3.0,40000.0,0,2,121
36.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0,0,1,84
48.0,Male,Master's Degree,Director of Marketing,18.0,180000.0,1,4,34
31.0,Female,High School,Sales Associate,2.0,40000.0,0,2,116
29.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,1,1,117
45.0,Female,PhD,Financial Manager,12.0,120000.0,0,5,42
25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,1,4,24
37.0,Female,Bachelor's Degree,Marketing Manager,7.0,90000.0,0,1,97
23.0,Male,High School,Sales Executive,1.0,35000.0,1,2,118
41.0,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000.0,0,1,10
26.0,Male,Master's Degree,Sales Representative,3.0,45000.0,1,4,121
33.0,Female,PhD,Senior Product Marketing Manager,5.0,70000.0,0,5,157
28.0,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000.0,1,1,84
42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0,0,4,34
27.0,Male,High School,Financial Manager,4.0,60000.0,1,2,42
50.0,Female,Bachelor's Degree,Sales Manager,15.0,150000.0,0,1,119
35.0,Male,PhD,Marketing Manager,8.0,80000.0,1,5,97
24.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0,0,1,118
46.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0,1,4,10
29.0,Female,High School,Sales Representative,2.0,40000.0,0,2,121
31.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,0,1,84
25.0,Female,High School,Sales Associate,1.0,35000.0,0,2,116
39.0,Male,Bachelor's Degree,Sales Director,10.0,100000.0,1,1,117
33.0,Female,PhD,Financial Manager,5.0,70000.0,0,5,42
27.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,1,4,24
43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0,0,1,97
28.0,Male,High School,Sales Executive,2.0,40000.0,1,2,118
31.0,Male,Bachelor's Degree,Sales Associate,3.0,50000.0,1,1,116
46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0,0,4,97
38.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,0,1,42
24.0,Male,PhD,Digital Marketing Manager,1.0,30000.0,1,5,24
33.0,Female,Master's Degree,Content Marketing Manager,6.0,75000.0,0,4,10
29.0,Male,High School,Sales Representative,2.0,40000.0,1,2,121
50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0,0,1,119
35.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0,1,5,157
41.0,Male,Master's Degree,Director of Marketing,12.0,120000.0,1,4,34
26.0,Female,High School,Financial Manager,3.0,45000.0,0,2,42
32.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0,1,1,117
27.0,Female,PhD,Marketing Manager,4.0,55000.0,0,5,97
43.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0,1,4,10
28.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0,0,1,121
31.0,Female,High School,Junior Sales Representative,3.0,40000.0,0,2,84
39.0,Male,Bachelor's Degree,Sales Manager,11.0,110000.0,1,1,119
33.0,Female,PhD,Financial Manager,6.0,75000.0,0,5,42
50.0,Female,Master's Degree,Content Marketing Manager,15.0,150000.0,0,4,10
36.0,Male,Bachelor's Degree,Sales Representative,5.0,70000.0,1,1,121
48.0,Female,PhD,Senior Product Marketing Manager,19.0,190000.0,0,5,157
31.0,Male,High School,Junior Sales Representative,3.0,40000.0,1,2,84
29.0,Female,Bachelor's Degree,Sales Director,6.0,75000.0,0,1,117
45.0,Male,Master's Degree,Director of Marketing,14.0,140000.0,1,4,34
35.0,Female,PhD,Marketing Manager,8.0,80000.0,0,5,97
23.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0,1,1,118
42.0,Female,Master's Degree,Sales Manager,13.0,130000.0,0,4,119
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0,1,2,24
32.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0,0,1,10
27.0,Male,PhD,Sales Representative,4.0,55000.0,1,5,121
50.0,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000.0,0,4,157
36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0,1,1,84
48.0,Female,PhD,Director of Marketing,19.0,190000.0,0,5,34
31.0,Male,High School,Sales Associate,3.0,50000.0,1,2,116
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,0,1,42
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0,1,4,97
25.0,Female,High School,Sales Executive,1.0,35000.0,0,2,118
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,1,1,10
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,0,5,157
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0,1,1,121
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,0,4,24
26.0,Male,High School,Sales Manager,2.0,40000.0,1,2,119
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,0,1,34
27.0,Male,PhD,Marketing Manager,4.0,55000.0,1,5,97
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,0,4,10
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,1,1,117
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0,0,5,157
36.0,Male,Bachelor's Degree,Sales Director,6.0,115000.0,1,1,117
37.0,Male,Master's Degree,Marketing Manager,11.0,110000.0,1,4,97
26.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0,0,1,121
42.0,Male,PhD,Content Marketing Manager,15.0,150000.0,1,5,10
33.0,Female,High School,Sales Executive,4.0,55000.0,0,2,118
29.0,Male,Bachelor's Degree,Sales Manager,5.0,70000.0,1,1,119
45.0,Female,Master's Degree,Director of Marketing,16.0,160000.0,0,4,34
24.0,Male,High School,Sales Associate,1.0,35000.0,1,2,116
39.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,0,1,42
31.0,Male,PhD,Senior Product Marketing Manager,7.0,90000.0,1,5,157
27.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0,0,4,24
43.0,Male,Bachelor's Degree,Content Marketing Manager,14.0,140000.0,1,1,10
28.0,Female,High School,Sales Representative,2.0,40000.0,0,2,121
50.0,Male,PhD,Marketing Manager,18.0,180000.0,1,5,97
35.0,Female,Bachelor's Degree,Sales Executive,7.0,90000.0,0,1,118
23.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0,1,1,119
41.0,Female,Master's Degree,Director of Marketing,12.0,120000.0,0,4,34
26.0,Male,High School,Financial Manager,3.0,45000.0,1,2,42
32.0,Female,Bachelor's Degree,Sales Director,8.0,80000.0,0,1,117
50.0,Female,Master's Degree,Content Marketing Manager,18.0,180000.0,0,4,10
36.0,Male,Bachelor's Degree,Sales Representative,6.0,75000.0,1,1,121
29.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0,0,1,117
45.0,Male,Master's Degree,Director of Marketing,15.0,150000.0,1,4,34
38.0,Male,Master's Degree,Marketing Manager,12.0,120000.0,1,4,97
27.0,Female,Bachelor's Degree,Sales Representative,3.0,45000.0,0,1,121
43.0,Male,PhD,Content Marketing Manager,16.0,160000.0,1,5,10
34.0,Female,High School,Sales Executive,5.0,70000.0,0,2,118
30.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0,1,1,119
46.0,Female,Master's Degree,Director of Marketing,17.0,170000.0,0,4,34
40.0,Female,Bachelor's Degree,Financial Manager,11.0,110000.0,0,1,42
32.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0,1,5,157
28.0,Female,Master's Degree,Digital Marketing Manager,4.0,55000.0,0,4,24
44.0,Male,Bachelor's Degree,Content Marketing Manager,15.0,150000.0,1,1,10
51.0,Male,PhD,Marketing Manager,19.0,190000.0,1,5,97
36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0,0,1,118
24.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0,1,1,119
27.0,Male,High School,Financial Manager,3.0,45000.0,1,2,42
33.0,Female,Bachelor's Degree,Sales Director,7.0,90000.0,0,1,117
28.0,Male,PhD,Marketing Manager,4.0,55000.0,1,5,97
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,0,4,10
37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0,1,1,121
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0,0,5,157
32.0,Male,High School,Junior Sales Representative,3.0,40000.0,1,2,84
30.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0,0,1,117
46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0,1,4,34
26.0,Female,High School,Sales Associate,1.0,35000.0,0,2,116
42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0,1,1,42
36.0,Female,PhD,Marketing Manager,9.0,95000.0,0,5,97
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0,1,1,118
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0,0,4,119
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0,1,2,24
33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0,0,1,10
28.0,Male,PhD,Sales Representative,4.0,55000.0,1,5,121
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0,0,4,157
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0,1,1,84
49.0,Female,PhD,Director of Marketing,20.0,200000.0,0,5,34
32.0,Male,High School,Sales Associate,3.0,50000.0,1,2,116
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,0,1,42
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0,1,4,97
26.0,Female,High School,Sales Executive,1.0,35000.0,0,2,118
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0,1,1,10
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0,0,5,157
24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0,1,1,121
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0,0,4,24
27.0,Male,High School,Sales Manager,2.0,40000.0,1,2,119
33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,0,1,34
37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0,1,1,117
30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0,0,1,119
